Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,ResourceName,RDataPath,Tags
DLBC_metadata-20160128,DLBC_metadata-20160128 data specific to the DLBC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,list,Rda,DLBC_metadata-20160128.rda,curatedTCGAData/v2.0.1/DLBC_metadata-20160128.rda,metadata
DLBC_Methylation-20160128_assays,DLBC_Methylation-20160128_assays data specific to the DLBC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,H5File,DLBC_Methylation-20160128_assays.h5,curatedTCGAData/v2.0.1/DLBC_Methylation-20160128_assays.h5,Methylation
DLBC_Methylation-20160128_se,DLBC_Methylation-20160128_se data specific to the DLBC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rds,DLBC_Methylation-20160128_se.rds,curatedTCGAData/v2.0.1/DLBC_Methylation-20160128_se.rds,Methylation
DLBC_miRNASeqGene-20160128,DLBC_miRNASeqGene-20160128 data specific to the DLBC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,DLBC_miRNASeqGene-20160128.rda,curatedTCGAData/v2.0.1/DLBC_miRNASeqGene-20160128.rda,miRNASeqGene
DLBC_Mutation-20160128,DLBC_Mutation-20160128 data specific to the DLBC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,DLBC_Mutation-20160128.rda,curatedTCGAData/v2.0.1/DLBC_Mutation-20160128.rda,Mutation
DLBC_RNASeq2Gene-20160128,DLBC_RNASeq2Gene-20160128 data specific to the DLBC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,DLBC_RNASeq2Gene-20160128.rda,curatedTCGAData/v2.0.1/DLBC_RNASeq2Gene-20160128.rda,RNASeq2Gene
DLBC_RNASeq2GeneNorm-20160128,DLBC_RNASeq2GeneNorm-20160128 data specific to the DLBC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,DFrame,Rda,DLBC_RNASeq2GeneNorm-20160128.rda,curatedTCGAData/v2.0.1/DLBC_RNASeq2GeneNorm-20160128.rda,RNASeq2GeneNorm
DLBC_RPPAArray-20160128,DLBC_RPPAArray-20160128 data specific to the DLBC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,DLBC_RPPAArray-20160128.rda,curatedTCGAData/v2.0.1/DLBC_RPPAArray-20160128.rda,RPPAArray
DLBC_sampleMap-20160128,DLBC_sampleMap-20160128 data specific to the DLBC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,DLBC_sampleMap-20160128.rda,curatedTCGAData/v2.0.1/DLBC_sampleMap-20160128.rda,sampleMap
ESCA_CNASeq-20160128,ESCA_CNASeq-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,ESCA_CNASeq-20160128.rda,curatedTCGAData/v2.0.1/ESCA_CNASeq-20160128.rda,CNASeq
ESCA_CNASNP-20160128,ESCA_CNASNP-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,ESCA_CNASNP-20160128.rda,curatedTCGAData/v2.0.1/ESCA_CNASNP-20160128.rda,CNASNP
ESCA_CNVSNP-20160128,ESCA_CNVSNP-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,ESCA_CNVSNP-20160128.rda,curatedTCGAData/v2.0.1/ESCA_CNVSNP-20160128.rda,CNVSNP
ESCA_colData-20160128,ESCA_colData-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,DFrame,Rda,ESCA_colData-20160128.rda,curatedTCGAData/v2.0.1/ESCA_colData-20160128.rda,colData
ESCA_GISTIC_AllByGene-20160128,ESCA_GISTIC_AllByGene-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,ESCA_GISTIC_AllByGene-20160128.rda,curatedTCGAData/v2.0.1/ESCA_GISTIC_AllByGene-20160128.rda,GISTIC
ESCA_GISTIC_Peaks-20160128,ESCA_GISTIC_Peaks-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RangedSummarizedExperiment,Rda,ESCA_GISTIC_Peaks-20160128.rda,curatedTCGAData/v2.0.1/ESCA_GISTIC_Peaks-20160128.rda,GISTIC
ESCA_GISTIC_ThresholdedByGene-20160128,ESCA_GISTIC_ThresholdedByGene-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,ESCA_GISTIC_ThresholdedByGene-20160128.rda,curatedTCGAData/v2.0.1/ESCA_GISTIC_ThresholdedByGene-20160128.rda,GISTIC
ESCA_metadata-20160128,ESCA_metadata-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,list,Rda,ESCA_metadata-20160128.rda,curatedTCGAData/v2.0.1/ESCA_metadata-20160128.rda,metadata
ESCA_Methylation-20160128_assays,ESCA_Methylation-20160128_assays data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,H5File,ESCA_Methylation-20160128_assays.h5,curatedTCGAData/v2.0.1/ESCA_Methylation-20160128_assays.h5,Methylation
ESCA_Methylation-20160128_se,ESCA_Methylation-20160128_se data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rds,ESCA_Methylation-20160128_se.rds,curatedTCGAData/v2.0.1/ESCA_Methylation-20160128_se.rds,Methylation
ESCA_miRNASeqGene-20160128,ESCA_miRNASeqGene-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,ESCA_miRNASeqGene-20160128.rda,curatedTCGAData/v2.0.1/ESCA_miRNASeqGene-20160128.rda,miRNASeqGene
ESCA_Mutation-20160128,ESCA_Mutation-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,ESCA_Mutation-20160128.rda,curatedTCGAData/v2.0.1/ESCA_Mutation-20160128.rda,Mutation
ESCA_RNASeq2Gene-20160128,ESCA_RNASeq2Gene-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,ESCA_RNASeq2Gene-20160128.rda,curatedTCGAData/v2.0.1/ESCA_RNASeq2Gene-20160128.rda,RNASeq2Gene
ESCA_RNASeq2GeneNorm-20160128,ESCA_RNASeq2GeneNorm-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,ESCA_RNASeq2GeneNorm-20160128.rda,curatedTCGAData/v2.0.1/ESCA_RNASeq2GeneNorm-20160128.rda,RNASeq2GeneNorm
ESCA_RNASeqGene-20160128,ESCA_RNASeqGene-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,DFrame,Rda,ESCA_RNASeqGene-20160128.rda,curatedTCGAData/v2.0.1/ESCA_RNASeqGene-20160128.rda,RNASeqGene
ESCA_RPPAArray-20160128,ESCA_RPPAArray-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,ESCA_RPPAArray-20160128.rda,curatedTCGAData/v2.0.1/ESCA_RPPAArray-20160128.rda,RPPAArray
ESCA_sampleMap-20160128,ESCA_sampleMap-20160128 data specific to the ESCA cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,ESCA_sampleMap-20160128.rda,curatedTCGAData/v2.0.1/ESCA_sampleMap-20160128.rda,sampleMap
GBM_CNACGH_CGH_hg_244a-20160128,GBM_CNACGH_CGH_hg_244a-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,GBM_CNACGH_CGH_hg_244a-20160128.rda,curatedTCGAData/v2.0.1/GBM_CNACGH_CGH_hg_244a-20160128.rda,CNACGH
GBM_CNACGH_CGH_hg_415k_g4124a-20160128,GBM_CNACGH_CGH_hg_415k_g4124a-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,GBM_CNACGH_CGH_hg_415k_g4124a-20160128.rda,curatedTCGAData/v2.0.1/GBM_CNACGH_CGH_hg_415k_g4124a-20160128.rda,CNACGH
GBM_CNASNP-20160128,GBM_CNASNP-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,GBM_CNASNP-20160128.rda,curatedTCGAData/v2.0.1/GBM_CNASNP-20160128.rda,CNASNP
GBM_CNVSNP-20160128,GBM_CNVSNP-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,GBM_CNVSNP-20160128.rda,curatedTCGAData/v2.0.1/GBM_CNVSNP-20160128.rda,CNVSNP
GBM_colData-20160128,GBM_colData-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,DFrame,Rda,GBM_colData-20160128.rda,curatedTCGAData/v2.0.1/GBM_colData-20160128.rda,colData
GBM_GISTIC_AllByGene-20160128,GBM_GISTIC_AllByGene-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,GBM_GISTIC_AllByGene-20160128.rda,curatedTCGAData/v2.0.1/GBM_GISTIC_AllByGene-20160128.rda,GISTIC
GBM_GISTIC_Peaks-20160128,GBM_GISTIC_Peaks-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RangedSummarizedExperiment,Rda,GBM_GISTIC_Peaks-20160128.rda,curatedTCGAData/v2.0.1/GBM_GISTIC_Peaks-20160128.rda,GISTIC
GBM_GISTIC_ThresholdedByGene-20160128,GBM_GISTIC_ThresholdedByGene-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,GBM_GISTIC_ThresholdedByGene-20160128.rda,curatedTCGAData/v2.0.1/GBM_GISTIC_ThresholdedByGene-20160128.rda,GISTIC
GBM_metadata-20160128,GBM_metadata-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,list,Rda,GBM_metadata-20160128.rda,curatedTCGAData/v2.0.1/GBM_metadata-20160128.rda,metadata
GBM_Methylation_methyl27-20160128_assays,GBM_Methylation_methyl27-20160128_assays data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,H5File,GBM_Methylation_methyl27-20160128_assays.h5,curatedTCGAData/v2.0.1/GBM_Methylation_methyl27-20160128_assays.h5,Methylation
GBM_Methylation_methyl27-20160128_se,GBM_Methylation_methyl27-20160128_se data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rds,GBM_Methylation_methyl27-20160128_se.rds,curatedTCGAData/v2.0.1/GBM_Methylation_methyl27-20160128_se.rds,Methylation
GBM_Methylation_methyl450-20160128_assays,GBM_Methylation_methyl450-20160128_assays data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,H5File,GBM_Methylation_methyl450-20160128_assays.h5,curatedTCGAData/v2.0.1/GBM_Methylation_methyl450-20160128_assays.h5,Methylation
GBM_Methylation_methyl450-20160128_se,GBM_Methylation_methyl450-20160128_se data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rds,GBM_Methylation_methyl450-20160128_se.rds,curatedTCGAData/v2.0.1/GBM_Methylation_methyl450-20160128_se.rds,Methylation
GBM_miRNAArray-20160128,GBM_miRNAArray-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,GBM_miRNAArray-20160128.rda,curatedTCGAData/v2.0.1/GBM_miRNAArray-20160128.rda,miRNAArray
GBM_miRNASeqGene-20160128,GBM_miRNASeqGene-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,GBM_miRNASeqGene-20160128.rda,curatedTCGAData/v2.0.1/GBM_miRNASeqGene-20160128.rda,miRNASeqGene
GBM_mRNAArray_huex-20160128,GBM_mRNAArray_huex-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,GBM_mRNAArray_huex-20160128.rda,curatedTCGAData/v2.0.1/GBM_mRNAArray_huex-20160128.rda,mRNAArray
GBM_mRNAArray_TX_g4502a-20160128,GBM_mRNAArray_TX_g4502a-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,GBM_mRNAArray_TX_g4502a-20160128.rda,curatedTCGAData/v2.0.1/GBM_mRNAArray_TX_g4502a-20160128.rda,mRNAArray
GBM_mRNAArray_TX_ht_hg_u133a-20160128,GBM_mRNAArray_TX_ht_hg_u133a-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,GBM_mRNAArray_TX_ht_hg_u133a-20160128.rda,curatedTCGAData/v2.0.1/GBM_mRNAArray_TX_ht_hg_u133a-20160128.rda,mRNAArray
GBM_Mutation-20160128,GBM_Mutation-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,DFrame,Rda,GBM_Mutation-20160128.rda,curatedTCGAData/v2.0.1/GBM_Mutation-20160128.rda,Mutation
GBM_RNASeq2Gene-20160128,GBM_RNASeq2Gene-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,GBM_RNASeq2Gene-20160128.rda,curatedTCGAData/v2.0.1/GBM_RNASeq2Gene-20160128.rda,RNASeq2Gene
GBM_RNASeq2GeneNorm-20160128,GBM_RNASeq2GeneNorm-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,GBM_RNASeq2GeneNorm-20160128.rda,curatedTCGAData/v2.0.1/GBM_RNASeq2GeneNorm-20160128.rda,RNASeq2GeneNorm
GBM_RPPAArray-20160128,GBM_RPPAArray-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,GBM_RPPAArray-20160128.rda,curatedTCGAData/v2.0.1/GBM_RPPAArray-20160128.rda,RPPAArray
GBM_sampleMap-20160128,GBM_sampleMap-20160128 data specific to the GBM cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,GBM_sampleMap-20160128.rda,curatedTCGAData/v2.0.1/GBM_sampleMap-20160128.rda,sampleMap
HNSC_CNASeq-20160128,HNSC_CNASeq-20160128 data specific to the HNSC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,HNSC_CNASeq-20160128.rda,curatedTCGAData/v2.0.1/HNSC_CNASeq-20160128.rda,CNASeq
HNSC_CNASNP-20160128,HNSC_CNASNP-20160128 data specific to the HNSC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,HNSC_CNASNP-20160128.rda,curatedTCGAData/v2.0.1/HNSC_CNASNP-20160128.rda,CNASNP
HNSC_CNVSNP-20160128,HNSC_CNVSNP-20160128 data specific to the HNSC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,HNSC_CNVSNP-20160128.rda,curatedTCGAData/v2.0.1/HNSC_CNVSNP-20160128.rda,CNVSNP
HNSC_colData-20160128,HNSC_colData-20160128 data specific to the HNSC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,DFrame,Rda,HNSC_colData-20160128.rda,curatedTCGAData/v2.0.1/HNSC_colData-20160128.rda,colData
HNSC_GISTIC_AllByGene-20160128,HNSC_GISTIC_AllByGene-20160128 data specific to the HNSC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,HNSC_GISTIC_AllByGene-20160128.rda,curatedTCGAData/v2.0.1/HNSC_GISTIC_AllByGene-20160128.rda,GISTIC
HNSC_GISTIC_Peaks-20160128,HNSC_GISTIC_Peaks-20160128 data specific to the HNSC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RangedSummarizedExperiment,Rda,HNSC_GISTIC_Peaks-20160128.rda,curatedTCGAData/v2.0.1/HNSC_GISTIC_Peaks-20160128.rda,GISTIC
HNSC_GISTIC_ThresholdedByGene-20160128,HNSC_GISTIC_ThresholdedByGene-20160128 data specific to the HNSC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,HNSC_GISTIC_ThresholdedByGene-20160128.rda,curatedTCGAData/v2.0.1/HNSC_GISTIC_ThresholdedByGene-20160128.rda,GISTIC
HNSC_metadata-20160128,HNSC_metadata-20160128 data specific to the HNSC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,list,Rda,HNSC_metadata-20160128.rda,curatedTCGAData/v2.0.1/HNSC_metadata-20160128.rda,metadata
HNSC_Methylation-20160128_assays,HNSC_Methylation-20160128_assays data specific to the HNSC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,H5File,HNSC_Methylation-20160128_assays.h5,curatedTCGAData/v2.0.1/HNSC_Methylation-20160128_assays.h5,Methylation
HNSC_Methylation-20160128_se,HNSC_Methylation-20160128_se data specific to the HNSC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rds,HNSC_Methylation-20160128_se.rds,curatedTCGAData/v2.0.1/HNSC_Methylation-20160128_se.rds,Methylation
HNSC_miRNASeqGene-20160128,HNSC_miRNASeqGene-20160128 data specific to the HNSC cohort of the TCGA project,3.13,NA,TXT,http://gdac.broadinstitute.org/,2.0.1,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,HNSC_miRNASeqGene-20160128.rda,curatedTCGAData/v2.0.1/HNSC_miRNASeqGene-20160128.rda,miRNASeqGene
